Accident year,Region,Ons code,Urban rural,Road class,Light condition,Weather condition,All accidents
2016,East Midlands,E12000004,Urban,B,Darkness - lights lit,Raining + high winds,2
2016,East Midlands,E12000004,Urban,B,Darkness - lights lit,Fog or mist,2
2016,East Midlands,E12000004,Urban,B,Darkness - lights lit,Other,7
2016,East Midlands,E12000004,Urban,B,Darkness - lights unlit,Fine no high winds,3
2016,East Midlands,E12000004,Urban,B,Darkness - no lighting,Fine no high winds,1
2016,East Midlands,E12000004,Urban,B,Darkness - lighting unknown,Unknown,6
2016,East Midlands,E12000004,Urban,B,Darkness - lighting unknown,Fine no high winds,10
2016,East Midlands,E12000004,Urban,C,Daylight,Unknown,26
2016,East Midlands,E12000004,Urban,C,Daylight,Fine no high winds,333
2016,East Midlands,E12000004,Urban,C,Daylight,Raining no high winds,34
2016,East Midlands,E12000004,Urban,C,Daylight,Snowing no high winds,1
2016,East Midlands,E12000004,Urban,C,Daylight,Fine + high winds,1
2016,East Midlands,E12000004,Urban,C,Daylight,Raining + high winds,4
2016,East Midlands,E12000004,Urban,C,Daylight,Other,5
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Unknown,5
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Fine no high winds,104
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Raining no high winds,21
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Snowing no high winds,1
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Fine + high winds,2
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Raining + high winds,1
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Fog or mist,1
2016,East Midlands,E12000004,Urban,C,Darkness - lights lit,Other,6
2016,East Midlands,E12000004,Urban,C,Darkness - lights unlit,Fine no high winds,4
2016,East Midlands,E12000004,Urban,C,Darkness - lights unlit,Raining no high winds,1
2016,East Midlands,E12000004,Urban,C,Darkness - no lighting,Unknown,1
2016,East Midlands,E12000004,Urban,C,Darkness - no lighting,Fine no high winds,4
2016,East Midlands,E12000004,Urban,C,Darkness - no lighting,Raining no high winds,1
2016,East Midlands,E12000004,Urban,C,Darkness - lighting unknown,Unknown,6
2016,East Midlands,E12000004,Urban,C,Darkness - lighting unknown,Fine no high winds,10
2016,East Midlands,E12000004,Urban,C,Darkness - lighting unknown,Fog or mist,1
2016,East Midlands,E12000004,Urban,C,Darkness - lighting unknown,Other,1
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Unknown,92
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Fine no high winds,1121
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Raining no high winds,91
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Snowing no high winds,6
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Fine + high winds,3
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Raining + high winds,3
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Fog or mist,3
2016,East Midlands,E12000004,Urban,Unclassified,Daylight,Other,23
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Unknown,15
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Fine no high winds,320
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Raining no high winds,65
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Snowing no high winds,1
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Fine + high winds,3
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Raining + high winds,5
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Fog or mist,2
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights lit,Other,8
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights unlit,Fine no high winds,4
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights unlit,Raining no high winds,2
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights unlit,Raining + high winds,1
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lights unlit,Other,1
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - no lighting,Fine no high winds,7
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - no lighting,Raining no high winds,6
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lighting unknown,Unknown,9
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lighting unknown,Fine no high winds,14
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lighting unknown,Raining no high winds,4
2016,East Midlands,E12000004,Urban,Unclassified,Darkness - lighting unknown,Other,1
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Unknown,6
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Fine no high winds,99
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Raining no high winds,15
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Fine + high winds,1
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Raining + high winds,3
2016,East Midlands,E12000004,Rural,Motorway,Daylight,Fog or mist,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - lights lit,Fine no high winds,16
2016,East Midlands,E12000004,Rural,Motorway,Darkness - lights lit,Raining no high winds,2
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Unknown,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Fine no high winds,22
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Raining no high winds,2
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Fine + high winds,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Raining + high winds,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - no lighting,Other,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - lighting unknown,Unknown,1
2016,East Midlands,E12000004,Rural,Motorway,Darkness - lighting unknown,Fine no high winds,9
2016,East Midlands,E12000004,Rural,Motorway,Darkness - lighting unknown,Raining no high winds,1
2016,East Midlands,E12000004,Rural,A(M),Daylight,Fine no high winds,1
2016,East Midlands,E12000004,Rural,A(M),Daylight,Raining no high winds,1
2016,East Midlands,E12000004,Rural,A,Daylight,Unknown,56
2016,East Midlands,E12000004,Rural,A,Daylight,Fine no high winds,1392
2016,East Midlands,E12000004,Rural,A,Daylight,Raining no high winds,190
2016,East Midlands,E12000004,Rural,A,Daylight,Snowing no high winds,4
2016,East Midlands,E12000004,Rural,A,Daylight,Fine + high winds,27
2016,East Midlands,E12000004,Rural,A,Daylight,Raining + high winds,18
2016,East Midlands,E12000004,Rural,A,Daylight,Snowing + high winds,1
2016,East Midlands,E12000004,Rural,A,Daylight,Fog or mist,12
2016,East Midlands,E12000004,Rural,A,Daylight,Other,30
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Unknown,5
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Fine no high winds,189
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Raining no high winds,45
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Fine + high winds,5
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Raining + high winds,3
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Fog or mist,10
2016,East Midlands,E12000004,Rural,A,Darkness - lights lit,Other,7
2016,East Midlands,E12000004,Rural,A,Darkness - lights unlit,Fine no high winds,12
2016,East Midlands,E12000004,Rural,A,Darkness - lights unlit,Raining no high winds,3
2016,East Midlands,E12000004,Rural,A,Darkness - lights unlit,Other,1
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Unknown,4
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Fine no high winds,209
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Raining no high winds,46
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Snowing no high winds,2
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Fine + high winds,4
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Raining + high winds,7
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Fog or mist,14
2016,East Midlands,E12000004,Rural,A,Darkness - no lighting,Other,16
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Unknown,14
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Fine no high winds,32
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Raining no high winds,4
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Raining + high winds,1
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Fog or mist,1
2016,East Midlands,E12000004,Rural,A,Darkness - lighting unknown,Other,1
2016,East Midlands,E12000004,Rural,B,Daylight,Unknown,14
2016,East Midlands,E12000004,Rural,B,Daylight,Fine no high winds,368
2016,East Midlands,E12000004,Rural,B,Daylight,Raining no high winds,73
2016,East Midlands,E12000004,Rural,B,Daylight,Snowing no high winds,2
2016,East Midlands,E12000004,Rural,B,Daylight,Fine + high winds,3
2016,East Midlands,E12000004,Rural,B,Daylight,Raining + high winds,4
2016,East Midlands,E12000004,Rural,B,Daylight,Fog or mist,6
2016,East Midlands,E12000004,Rural,B,Daylight,Other,9
2016,East Midlands,E12000004,Rural,B,Darkness - lights lit,Unknown,2
2016,East Midlands,E12000004,Rural,B,Darkness - lights lit,Fine no high winds,51
2016,East Midlands,E12000004,Rural,B,Darkness - lights lit,Raining no high winds,11
2016,East Midlands,E12000004,Rural,B,Darkness - lights lit,Fine + high winds,2
2016,East Midlands,E12000004,Rural,B,Darkness - lights lit,Fog or mist,1
2016,East Midlands,E12000004,Rural,B,Darkness - lights unlit,Fine no high winds,4
2016,East Midlands,E12000004,Rural,B,Darkness - lights unlit,Other,1
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Fine no high winds,72
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Raining no high winds,9
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Fine + high winds,4
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Raining + high winds,1
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Fog or mist,5
2016,East Midlands,E12000004,Rural,B,Darkness - no lighting,Other,1
2016,East Midlands,E12000004,Rural,B,Darkness - lighting unknown,Unknown,4
2016,East Midlands,E12000004,Rural,B,Darkness - lighting unknown,Fine no high winds,7
2016,East Midlands,E12000004,Rural,B,Darkness - lighting unknown,Other,1
2016,East Midlands,E12000004,Rural,C,Daylight,Unknown,26
2016,East Midlands,E12000004,Rural,C,Daylight,Fine no high winds,451
2016,East Midlands,E12000004,Rural,C,Daylight,Raining no high winds,76
2016,East Midlands,E12000004,Rural,C,Daylight,Snowing no high winds,2
2016,East Midlands,E12000004,Rural,C,Daylight,Fine + high winds,10
2016,East Midlands,E12000004,Rural,C,Daylight,Raining + high winds,8
2016,East Midlands,E12000004,Rural,C,Daylight,Fog or mist,7
2016,East Midlands,E12000004,Rural,C,Daylight,Other,14
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Unknown,3
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Fine no high winds,38
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Raining no high winds,8
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Fine + high winds,1
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Raining + high winds,1
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Fog or mist,1
2016,East Midlands,E12000004,Rural,C,Darkness - lights lit,Other,4
2016,East Midlands,E12000004,Rural,C,Darkness - lights unlit,Fine no high winds,5
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Unknown,3
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Fine no high winds,86
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Raining no high winds,19
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Snowing no high winds,2
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Fine + high winds,3
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Raining + high winds,8
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Fog or mist,8
2016,East Midlands,E12000004,Rural,C,Darkness - no lighting,Other,5
2016,East Midlands,E12000004,Rural,C,Darkness - lighting unknown,Unknown,8
2016,East Midlands,E12000004,Rural,C,Darkness - lighting unknown,Fine no high winds,6
2016,East Midlands,E12000004,Rural,C,Darkness - lighting unknown,Raining no high winds,1
2016,East Midlands,E12000004,Rural,C,Darkness - lighting unknown,Snowing + high winds,1
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Unknown,19
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Fine no high winds,373
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Raining no high winds,36
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Snowing no high winds,1
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Fine + high winds,4
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Raining + high winds,3
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Fog or mist,2
2016,East Midlands,E12000004,Rural,Unclassified,Daylight,Other,11
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights lit,Unknown,1
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights lit,Fine no high winds,35
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights lit,Raining no high winds,2
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights lit,Fog or mist,1
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights lit,Other,3
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights unlit,Raining no high winds,3
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lights unlit,Other,2
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Unknown,3
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Fine no high winds,37
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Raining no high winds,12
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Fine + high winds,2
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Raining + high winds,2
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Fog or mist,7
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - no lighting,Other,3
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lighting unknown,Unknown,3
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lighting unknown,Fine no high winds,6
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lighting unknown,Fog or mist,1
2016,East Midlands,E12000004,Rural,Unclassified,Darkness - lighting unknown,Other,2
2016,West Midlands,E12000005,Urban,Motorway,Daylight,Unknown,4
2016,West Midlands,E12000005,Urban,Motorway,Daylight,Fine no high winds,60
2016,West Midlands,E12000005,Urban,Motorway,Daylight,Raining no high winds,7
2016,West Midlands,E12000005,Urban,Motorway,Daylight,Raining + high winds,1
2016,West Midlands,E12000005,Urban,Motorway,Daylight,Other,2
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights lit,Fine no high winds,39
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights lit,Raining no high winds,2
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights lit,Raining + high winds,3
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights lit,Other,2
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights unlit,Unknown,1
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lights unlit,Fine no high winds,1
2016,West Midlands,E12000005,Urban,Motorway,Darkness - no lighting,Fine no high winds,3
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lighting unknown,Unknown,3
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lighting unknown,Fine no high winds,1
2016,West Midlands,E12000005,Urban,Motorway,Darkness - lighting unknown,Raining + high winds,1
2016,West Midlands,E12000005,Urban,A(M),Daylight,Fine no high winds,5
2016,West Midlands,E12000005,Urban,A(M),Daylight,Raining no high winds,2
2016,West Midlands,E12000005,Urban,A(M),Darkness - lights lit,Fine no high winds,5
2016,West Midlands,E12000005,Urban,A(M),Darkness - lights lit,Fine + high winds,1
2016,West Midlands,E12000005,Urban,A(M),Darkness - lights unlit,Fine no high winds,1
2016,West Midlands,E12000005,Urban,A(M),Darkness - lights unlit,Raining no high winds,1
2016,West Midlands,E12000005,Urban,A,Daylight,Unknown,75
2016,West Midlands,E12000005,Urban,A,Daylight,Fine no high winds,1776
2016,West Midlands,E12000005,Urban,A,Daylight,Raining no high winds,168
2016,West Midlands,E12000005,Urban,A,Daylight,Fine + high winds,6
2016,West Midlands,E12000005,Urban,A,Daylight,Raining + high winds,8
2016,West Midlands,E12000005,Urban,A,Daylight,Other,37
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Unknown,44
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Fine no high winds,601
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Raining no high winds,151
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Snowing no high winds,5
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Fine + high winds,7
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Raining + high winds,8
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Snowing + high winds,1
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Fog or mist,2
2016,West Midlands,E12000005,Urban,A,Darkness - lights lit,Other,23
2016,West Midlands,E12000005,Urban,A,Darkness - lights unlit,Fine no high winds,14
2016,West Midlands,E12000005,Urban,A,Darkness - lights unlit,Raining no high winds,4
2016,West Midlands,E12000005,Urban,A,Darkness - lights unlit,Raining + high winds,1
2016,West Midlands,E12000005,Urban,A,Darkness - lights unlit,Other,1
2016,West Midlands,E12000005,Urban,A,Darkness - no lighting,Fine no high winds,12
2016,West Midlands,E12000005,Urban,A,Darkness - no lighting,Raining no high winds,1
2016,West Midlands,E12000005,Urban,A,Darkness - lighting unknown,Unknown,7
2016,West Midlands,E12000005,Urban,A,Darkness - lighting unknown,Fine no high winds,23
2016,West Midlands,E12000005,Urban,A,Darkness - lighting unknown,Raining no high winds,4
2016,West Midlands,E12000005,Urban,A,Darkness - lighting unknown,Other,1
2016,West Midlands,E12000005,Urban,B,Daylight,Unknown,31
2016,West Midlands,E12000005,Urban,B,Daylight,Fine no high winds,725
2016,West Midlands,E12000005,Urban,B,Daylight,Raining no high winds,62
2016,West Midlands,E12000005,Urban,B,Daylight,Snowing no high winds,1
2016,West Midlands,E12000005,Urban,B,Daylight,Fine + high winds,4
2016,West Midlands,E12000005,Urban,B,Daylight,Raining + high winds,2
2016,West Midlands,E12000005,Urban,B,Daylight,Fog or mist,1
2016,West Midlands,E12000005,Urban,B,Daylight,Other,22
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Unknown,16
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Fine no high winds,219
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Raining no high winds,46
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Snowing no high winds,1
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Fine + high winds,5
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Raining + high winds,2
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Fog or mist,2
2016,West Midlands,E12000005,Urban,B,Darkness - lights lit,Other,11
2016,West Midlands,E12000005,Urban,B,Darkness - lights unlit,Fine no high winds,5
2016,West Midlands,E12000005,Urban,B,Darkness - lights unlit,Raining no high winds,1
2016,West Midlands,E12000005,Urban,B,Darkness - no lighting,Fine no high winds,2
2016,West Midlands,E12000005,Urban,B,Darkness - no lighting,Raining no high winds,1
2016,West Midlands,E12000005,Urban,B,Darkness - no lighting,Raining + high winds,1
2016,West Midlands,E12000005,Urban,B,Darkness - lighting unknown,Unknown,2
2016,West Midlands,E12000005,Urban,B,Darkness - lighting unknown,Fine no high winds,8
2016,West Midlands,E12000005,Urban,B,Darkness - lighting unknown,Raining no high winds,1
2016,West Midlands,E12000005,Urban,C,Daylight,Unknown,3
2016,West Midlands,E12000005,Urban,C,Daylight,Fine no high winds,105
2016,West Midlands,E12000005,Urban,C,Daylight,Raining no high winds,7
2016,West Midlands,E12000005,Urban,C,Daylight,Fine + high winds,2
2016,West Midlands,E12000005,Urban,C,Daylight,Raining + high winds,1
2016,West Midlands,E12000005,Urban,C,Daylight,Other,4
2016,West Midlands,E12000005,Urban,C,Darkness - lights lit,Unknown,1
2016,West Midlands,E12000005,Urban,C,Darkness - lights lit,Fine no high winds,32
2016,West Midlands,E12000005,Urban,C,Darkness - lights lit,Raining no high winds,4
2016,West Midlands,E12000005,Urban,C,Darkness - lights lit,Other,2
2016,West Midlands,E12000005,Urban,C,Darkness - lights unlit,Fine no high winds,3
2016,West Midlands,E12000005,Urban,C,Darkness - no lighting,Fine no high winds,2
2016,West Midlands,E12000005,Urban,C,Darkness - no lighting,Raining + high winds,1
2016,West Midlands,E12000005,Urban,C,Darkness - lighting unknown,Fine no high winds,2
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Unknown,121
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Fine no high winds,2585
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Raining no high winds,217
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Snowing no high winds,3
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Fine + high winds,19
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Raining + high winds,15
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Fog or mist,3
2016,West Midlands,E12000005,Urban,Unclassified,Daylight,Other,84
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Unknown,66
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Fine no high winds,743
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Raining no high winds,163
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Snowing no high winds,3
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Fine + high winds,12
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Raining + high winds,14
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Fog or mist,4
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights lit,Other,45
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Unknown,2
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Fine no high winds,17
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Raining no high winds,5
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Fine + high winds,1
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Raining + high winds,1
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Fog or mist,1
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lights unlit,Other,1
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - no lighting,Fine no high winds,19
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - no lighting,Raining no high winds,9
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - no lighting,Other,2
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lighting unknown,Unknown,15
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lighting unknown,Fine no high winds,27
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lighting unknown,Raining no high winds,3
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lighting unknown,Raining + high winds,1
2016,West Midlands,E12000005,Urban,Unclassified,Darkness - lighting unknown,Other,3
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Unknown,3
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Fine no high winds,246
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Raining no high winds,20
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Snowing no high winds,1
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Fine + high winds,3
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Raining + high winds,5
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Fog or mist,1
2016,West Midlands,E12000005,Rural,Motorway,Daylight,Other,2
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Unknown,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Fine no high winds,63
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Raining no high winds,4
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Snowing no high winds,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Fine + high winds,2
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Fog or mist,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights lit,Other,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lights unlit,Fine no high winds,4
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Fine no high winds,63
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Raining no high winds,12
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Fine + high winds,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Raining + high winds,2
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Snowing + high winds,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Fog or mist,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - no lighting,Other,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lighting unknown,Unknown,1
2016,West Midlands,E12000005,Rural,Motorway,Darkness - lighting unknown,Fine no high winds,7
2016,West Midlands,E12000005,Rural,A,Daylight,Unknown,3
2016,West Midlands,E12000005,Rural,A,Daylight,Fine no high winds,1083
2016,West Midlands,E12000005,Rural,A,Daylight,Raining no high winds,83
2016,West Midlands,E12000005,Rural,A,Daylight,Snowing no high winds,1
2016,West Midlands,E12000005,Rural,A,Daylight,Fine + high winds,4
2016,West Midlands,E12000005,Rural,A,Daylight,Raining + high winds,4
2016,West Midlands,E12000005,Rural,A,Daylight,Snowing + high winds,1
2016,West Midlands,E12000005,Rural,A,Daylight,Fog or mist,6
2016,West Midlands,E12000005,Rural,A,Daylight,Other,7
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Unknown,1
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Fine no high winds,161
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Raining no high winds,18
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Fine + high winds,1
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Fog or mist,2
2016,West Midlands,E12000005,Rural,A,Darkness - lights lit,Other,3
2016,West Midlands,E12000005,Rural,A,Darkness - lights unlit,Fine no high winds,6
2016,West Midlands,E12000005,Rural,A,Darkness - lights unlit,Other,1
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Unknown,2
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Fine no high winds,169
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Raining no high winds,28
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Snowing no high winds,1
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Fine + high winds,1
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Raining + high winds,1
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Fog or mist,7
2016,West Midlands,E12000005,Rural,A,Darkness - no lighting,Other,3
2016,West Midlands,E12000005,Rural,A,Darkness - lighting unknown,Fine no high winds,10
2016,West Midlands,E12000005,Rural,A,Darkness - lighting unknown,Raining no high winds,2
2016,West Midlands,E12000005,Rural,A,Darkness - lighting unknown,Snowing no high winds,1
